SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,Home or Road,Adversary,Adversary Name,Game Score
22023,1630595,22301088,2024-04-01,DET vs. MEM,L,34,13,22,0.591,3,4,0.75,7,8,0.875,1,3,4,8,2,1,4,1,36,6,Home,MEM,Memphis Grizzlies,108 - 110
22023,1630595,22301065,2024-03-29,DET @ WAS,W,37,13,33,0.394,2,5,0.4,5,5,1.0,1,7,8,7,2,0,3,3,33,16,Road,WAS,Washington Wizards,96 - 87
22023,1630595,22301056,2024-03-27,DET @ MIN,L,29,11,23,0.478,3,8,0.375,7,8,0.875,0,1,1,2,1,0,1,0,32,-6,Road,MIN,Minnesota Timberwolves,91 - 106
22023,1630595,22301011,2024-03-22,DET vs. BOS,L,29,6,17,0.353,1,4,0.25,2,2,1.0,1,5,6,6,2,0,3,4,15,-27,Home,BOS,Boston Celtics,102 - 129
22023,1630595,22300997,2024-03-20,DET vs. IND,L,29,9,22,0.409,0,2,0.0,5,6,0.833,0,6,6,10,1,0,4,1,23,-19,Home,IND,Indiana Pacers,103 - 122
22023,1630595,22300977,2024-03-17,DET vs. MIA,L,32,8,19,0.421,1,6,0.167,0,0,0.0,0,4,4,9,1,1,3,2,17,-15,Home,MIA,Miami Heat,101 - 104
22023,1630595,22300962,2024-03-15,DET vs. MIA,L,31,5,15,0.333,0,4,0.0,1,1,1.0,3,3,6,9,0,0,3,2,11,-13,Home,MIA,Miami Heat,95 - 108
22023,1630595,22300946,2024-03-13,DET vs. TOR,W,28,8,20,0.4,2,5,0.4,1,2,0.5,0,3,3,6,1,0,3,2,19,7,Home,TOR,Toronto Raptors,113 - 104
22023,1630595,22300933,2024-03-11,DET vs. CHA,W,32,8,20,0.4,2,10,0.2,4,4,1.0,0,6,6,8,1,0,2,1,22,20,Home,CHA,Charlotte Hornets,114 - 97
22023,1630595,22300919,2024-03-09,DET vs. DAL,L,32,11,21,0.524,3,7,0.429,8,8,1.0,3,6,9,10,0,0,5,2,33,-7,Home,DAL,Dallas Mavericks,124 - 142
22023,1630595,22300902,2024-03-07,DET vs. BKN,W,38,10,22,0.455,4,8,0.5,8,9,0.889,1,4,5,11,0,1,5,0,32,19,Home,BKN,Brooklyn Nets,118 - 112
22023,1630595,22300888,2024-03-05,DET @ MIA,L,34,8,20,0.4,4,8,0.5,3,3,1.0,1,3,4,8,0,0,3,2,23,-6,Road,MIA,Miami Heat,110 - 118
